Species,Class,Order,K,Lm,QB,Troph,DepthMax,TempPrefMean,Generation_time,RepGuildCombined,BodyShapIII_combined,PositionWaterColumn,SwimMode
Melanocetus polyactis,Actinopterygii,Lophiiformes,0.795974997,1.6,43.5,3.68,2200,2.3,1.76368868,nonguarders,short_and_or_deep,bathypelagic,tetraodontiform
Melanocetus rossi,Actinopterygii,Lophiiformes,0.44744333,8.1,14.5,3.84,420,13.717,2.537050103,nonguarders,short_and_or_deep,bathypelagic,tetraodontiform
Melanogrammus aeglefinus,Actinopterygii,Gadiformes,0.200000003,37.91386,4.960000038,4.03,450,8.4,5.215277,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_circular,demersal,subcarangiform
Melanolagus bericoides,Actinopterygii,Osmeriformes,0.150000006,12.9,4.8,3.4,1700,8.2,6.968806,nonguarders,elongated,bathypelagic,subcarangiform
Melanonus gracilis,Actinopterygii,Gadiformes,0.359875,12.2,11,3.47,3613,1.4,2.896996508,nonguarders,elongated,bathypelagic,subcarangiform
Melanonus zugmayeri,Actinopterygii,Gadiformes,0.257149995,17.4,8.6,3.51,3000,3.3,3.139329714,nonguarders,elongated,bathypelagic,subcarangiform
Melanorhinus boekei,Actinopterygii,Atheriniformes,1.470000029,0.9,249.8,3.15,103.45,23.498,1.095395,nonguarders,elongated,pelagic_neritic,carangiform
Melanorhinus cyanellus,Actinopterygii,Atheriniformes,1.299999952,7,18.2,3.16,10,23.28525,0.8781485,nonguarders,elongated,reef_associated,carangiform
Melanorhinus microps,Actinopterygii,Atheriniformes,1.690000057,5.4,21.8,3.13,200,26.5,0.7052734,nonguarders,fusiform_normal,pelagic_oceanic,carangiform
Melanostigma atlanticum,Actinopterygii,Perciformes,0.370000005,10,5.7,3.21,1853,5.8,2.926889,bearers,eel_like,bathypelagic,anguilliform
Melanostigma bathium,Actinopterygii,Perciformes,0.479999989,7.8,14.9,3.18,2635,4.3,2.314734,bearers,eel_like,bathypelagic,anguilliform
Melanostigma gelatinosum,Actinopterygii,Perciformes,0.200000003,17.9,8.5,3.27,2561,5.1,3.934269,bearers,eel_like,bathypelagic,anguilliform
Melanostigma inexpectatum,Actinopterygii,Perciformes,0.449999988,7.1,18.1,3.19,4000,4.289445076,2.539768,bearers,eel_like,bathypelagic,anguilliform
Melanostigma kharini,Actinopterygii,Perciformes,0.340000004,10.9,13.3,3.22,780,6.130973214,3.172206,bearers,elongated_compressed,bathypelagic,anguilliform
Melanostigma orientale,Actinopterygii,Perciformes,0.349999994,0.9,64.6,3.21,600,13.5,4.522658,bearers,eel_like,bathypelagic,anguilliform
Melanostigma pammelas,Actinopterygii,Perciformes,0.5,7.6,23.5,3.18,1000,4.3,2.252568,bearers,eel_like,bathypelagic,anguilliform
Melanostigma vitiazi,Actinopterygii,Perciformes,0.330000013,11.2,11.7,3.22,890,9.2,3.24161,bearers,elongated_compressed,bathypelagic,anguilliform
Melanostomias bartonbeani,Actinopterygii,Stomiiformes,0.340000004,16.4,4.1,4.5,2000,8.5,2.276301,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias biseriatus,Actinopterygii,Stomiiformes,0.349999994,15.7,4.2,4.2,760,7.6,2.216232,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias globulifer,Actinopterygii,Stomiiformes,0.419999987,0.9,64.6,4.14,544,15.86411667,3.773881,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias macrophotus,Actinopterygii,Stomiiformes,0.379999995,14.6,9.7,4.18,945,6.9,2.000686,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias margaritifer,Actinopterygii,Stomiiformes,1.00999999,5.8,45.9,3.71,100,24.3,1.175866,nonguarders,elongated,pelagic_oceanic,anguilliform
Melanostomias melanopogon,Actinopterygii,Stomiiformes,0.550000012,10.2,12.4,4,4000,4.2,1.978971,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias melanops,Actinopterygii,Stomiiformes,0.340000004,16.3,4.1,4.2,1024,8.7,2.282449,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias niger,Actinopterygii,Stomiiformes,0.409999996,16.3,9,4.15,4000,3,1.897397,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias nigroaxialis,Actinopterygii,Stomiiformes,0.419999987,0.9,29.3,4.14,4000,3.013090598,3.773881,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias paucilaternatus,Actinopterygii,Stomiiformes,0.430000007,13,12,4.12,1000,12.2,2.458021,nonguarders,elongated,pelagic_oceanic,anguilliform
Melanostomias pauciradius,Actinopterygii,Stomiiformes,0.419999987,0.9,29.3,4.14,4000,2.5,3.773881,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias pollicifer,Actinopterygii,Stomiiformes,0.419999987,0.9,29.3,4.14,4000,2.3,3.773881,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias stewarti,Actinopterygii,Stomiiformes,0.419999987,0.9,29.3,4.14,4000,3.013090598,3.773881,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias tentaculatus,Actinopterygii,Stomiiformes,0.360000014,15.2,4.3,4.2,950,13.8,2.126304,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias valdiviae,Actinopterygii,Stomiiformes,0.439999998,15.3,4.3,4.2,1600,9.9,1.751396,nonguarders,elongated,bathypelagic,anguilliform
Melanostomias vierecki,Actinopterygii,Stomiiformes,0.419999987,0.9,29.3,4.14,1105,7.243357143,3.773881,nonguarders,elongated,bathypelagic,anguilliform
Melapedalion breve,Actinopterygii,Beloniformes,0.879999995,14.4,24.6,3.07,20,27.03125,0.8704191,nonguarders,elongated,pelagic_neritic,carangiform
Melichthys indicus,Actinopterygii,Tetraodontiformes,0.469999999,15.7,10.5,2.95,30,28.2,1.655279,guarders,short_and_or_deep,reef_associated,balistiform
Melichthys niger,Actinopterygii,Tetraodontiformes,0.25,29,13.5,2.39,75,27.4,3.384554,guarders,short_and_or_deep_compressed,reef_associated,balistiform
Melichthys vidua,Actinopterygii,Tetraodontiformes,0.310000002,23.8,5.8,3.38,60,27.6,2.661098,guarders_nesters,short_and_or_deep,reef_associated,balistiform
Melodichthys hadrocephalus,Actinopterygii,Ophidiiformes,0.720000029,0.9,64.6,3.3,400,11.73895833,2.207264,bearers_internal_live_bearers,elongated_oval,bathydemersal,anguilliform
Membras analis,Actinopterygii,Atheriniformes,1.100000024,8.2,16.3,3.4,102.982,20.69675556,1.011883,nonguarders,elongated,pelagic_neritic,carangiform
Membras dissimilis,Actinopterygii,Atheriniformes,0.899999976,0.9,161.6,3.2,193.85,20.33943889,1.773811,nonguarders,elongated,benthopelagic,carangiform
Membras gilberti,Actinopterygii,Atheriniformes,0.680000007,12.9,12,3.23,78.76,22.66561905,1.552972,nonguarders,elongated,pelagic_neritic,carangiform
Membras martinica,Actinopterygii,Atheriniformes,1.059999943,8.5,10.5,3.18,15,23.5,1.042859,nonguarders,elongated,pelagic_neritic,carangiform
Membras vagrans,Actinopterygii,Atheriniformes,0.899999976,0.9,249.8,3.2,20,24.9,1.773811,nonguarders,elongated,pelagic_neritic,carangiform
Mendosoma lineatum,Actinopterygii,Perciformes,0.379999995,23.8,3.6,3.94,20,16.7,2.170633,nonguarders,fusiform_normal,demersal,carangiform
Mene maculata,Actinopterygii,Perciformes,0.186000004,16.65129,7,3.45,200,24.4,4.161032,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep_compressed,reef_associated,carangiform
Menidia beryllina,Actinopterygii,Atheriniformes,0.889999986,10,9.4,3.17,30,23.7,1.227134,nonguarders,elongated,pelagic_neritic,carangiform
Menidia conchorum,Actinopterygii,Atheriniformes,2.470000029,3.8,27.7,3.08,161.0566667,21.42966667,0.5089382,nonguarders_open_water_substratum_egg_scatterers,elongated,pelagic_neritic,carangiform
Menidia menidia,Actinopterygii,Atheriniformes,1.039999962,8.705986,9.3,3.19,3,8.8,0.8562636,nonguarders_open_water_substratum_egg_scatterers,elongated,pelagic_neritic,carangiform
Menidia peninsulae,Actinopterygii,Atheriniformes,0.889999986,10,15.4,3.17,45.895,24.29411905,1.227134,nonguarders,elongated,pelagic_neritic,carangiform
Menticirrhus americanus,Actinopterygii,Perciformes,0.273999989,26.8664,4.6,3.4,40,24.4,3.155913,nonguarders,fusiform_normal,demersal,labriform
Menticirrhus elongatus,Actinopterygii,Perciformes,0.340000004,30,6.8,3.4,50,25.9,2.511329,nonguarders,fusiform_normal_other,demersal,labriform
Menticirrhus littoralis,Actinopterygii,Perciformes,0.360000014,28.2,4.6,3.92,50,24.9,2.34856,nonguarders,fusiform_normal,demersal,labriform
Menticirrhus nasus,Actinopterygii,Perciformes,0.340000004,30.4,6.5,3.41,50,25.8,2.50542,nonguarders,fusiform_normal_other,demersal,labriform
Menticirrhus ophicephalus,Actinopterygii,Perciformes,0.389999986,26.5,7.4,3.36,51.05571429,25.3414,2.143125,nonguarders,fusiform_normal_other,demersal,labriform
Menticirrhus paitensis,Actinopterygii,Perciformes,0.430000007,23.8,7.9,3.37,50,26.3,1.921722,nonguarders,fusiform_normal_other,demersal,labriform
Menticirrhus panamensis,Actinopterygii,Perciformes,0.239999995,41.5,5.4,3.37,50,22.3,3.701973,nonguarders,fusiform_normal,benthopelagic,labriform
Menticirrhus saxatilis,Actinopterygii,Perciformes,0.560000002,25.39497,4.7,3.56,50,24.2,1.798715,nonguarders,fusiform_normal,demersal,labriform
Menticirrhus undulatus,Actinopterygii,Perciformes,0.38499999,25.19126,5.3,3.34,14,23.6,2.320775,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,demersal,labriform
Mentodus bythios,Actinopterygii,Osmeriformes,1.269999981,11.8,5.1,3.27,1420,2.2,0.8438552,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus crassus,Actinopterygii,Osmeriformes,0.959999979,15.5,9.4,3.31,1550,5.345441176,0.8069157,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus eubranchus,Actinopterygii,Osmeriformes,1.950000048,7.8,6.8,3.22,1000,6.988333333,0.5780885,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus facilis,Actinopterygii,Osmeriformes,1.789999962,8.5,14,3.23,2000,4.7,0.6200727,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus longirostris,Actinopterygii,Osmeriformes,1.149999976,13,10.5,3.29,1700,4.4774,0.9196814,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus mesalirus,Actinopterygii,Osmeriformes,1.059999943,14.2,9.9,3.3,2100,5.8,0.9920893,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus perforatus,Actinopterygii,Osmeriformes,0.949999988,15.7,9.3,3.31,1450,2.1,0.8230228,nonguarders,elongated,bathypelagic,subcarangiform
Mentodus rostratus,Actinopterygii,Osmeriformes,0.75,19.7,7.9,3.34,2100,4.2,1.070361,nonguarders,elongated,bathypelagic,subcarangiform
Menziesichthys bacescui,Actinopterygii,Scorpaeniformes,0.560000002,0.9,64.6,3.48,1317,3.351673232,2.837911,nonguarders,elongated,bathydemersal,balistiform
Mephisto fraserbrunneri,Actinopterygii,Tetraodontiformes,0.490000001,0.9,161.6,4.27,337,13.91366667,3.362189959,nonguarders,short_and_or_deep,benthopelagic,ostraciiform
Merlangius merlangus,Actinopterygii,Gadiformes,0.340000004,24.3234,3.3,4.36,200,9.2,2.945783,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_circular,benthopelagic,subcarangiform
Merluccius albidus,Actinopterygii,Gadiformes,0.569000006,27.32117,7.9,4.23,1170,12.6,1.510726,nonguarders,fusiform_normal_oval,bathydemersal,subcarangiform
Merluccius angustimanus,Actinopterygii,Gadiformes,0.335000008,21.90512,4.5,4.04,523,12.6,2.716572,nonguarders,elongated_oval,demersal,subcarangiform
Merluccius australis,Actinopterygii,Gadiformes,0.312999994,45.18317,2.4,4.45,1000,8.6,3.561093,nonguarders,elongated_oval,benthopelagic,subcarangiform
Merluccius bilinearis,Actinopterygii,Gadiformes,0.180000007,35.66883,4.260000229,4.49,914,4.9,5.76904,nonguarders_open_water_substratum_egg_scatterers,elongated_oval,demersal,subcarangiform
Merluccius capensis,Actinopterygii,Gadiformes,0.088,69.74474,7.53000021,3.88,1000,10.2,10.77406,nonguarders_open_water_substratum_egg_scatterers,elongated_oval,bathydemersal,subcarangiform
Merluccius gayi gayi,Actinopterygii,Gadiformes,0.119999997,53.16465,2.8,4.26,500,10.9,7.644389,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_oval,bathydemersal,subcarangiform
Merluccius gayi peruanus,Actinopterygii,Gadiformes,0.210999995,35.27677,3.6,4.4,500,10.62016667,4.382431,nonguarders,elongated,bathydemersal,subcarangiform
Merluccius hernandezi,Actinopterygii,Gadiformes,0.150000006,0.9,64.6,4.34,300,12.7,10.45287,nonguarders,elongated,bathydemersal,subcarangiform
Merluccius hubbsi,Actinopterygii,Gadiformes,0.1523,42.63599,2.9,4.23,800,6.3,6.160729,nonguarders_open_water_substratum_egg_scatterers,elongated_oval,benthopelagic,subcarangiform
Merluccius merluccius,Actinopterygii,Gadiformes,0.148000002,44.18065,3,4.47,1075,10.2,6.19166,nonguarders_open_water_substratum_egg_scatterers,elongated,demersal,subcarangiform
Merluccius paradoxus,Actinopterygii,Gadiformes,0.119999997,61.51836,3,4.91,1000,7.5,7.783076,nonguarders,elongated_oval,bathydemersal,subcarangiform
Merluccius patagonicus,Actinopterygii,Gadiformes,0.170000002,32.2,6.5,4.3,95,17.8525,5.037936,nonguarders,fusiform_normal,pelagic_neritic,subcarangiform
Merluccius polli,Actinopterygii,Gadiformes,0.393999994,35.17868,4.1,4.5,1000,14.2,2.486856,nonguarders,elongated_oval,bathydemersal,subcarangiform
Merluccius productus,Actinopterygii,Gadiformes,0.129999995,45.56442,1.850000024,4.32,1000,8.6,6.905684,nonguarders,elongated_oval,pelagic_neritic,subcarangiform
Merluccius senegalensis,Actinopterygii,Gadiformes,0.068000004,59.67374,3.1,4.5,800,14.1,13.64151,nonguarders,elongated_oval,demersal,subcarangiform
Merluccius tasmanicus,Actinopterygii,Gadiformes,0.310000002,22.3,7.3,4.08,91,22.11466667,2.622555,nonguarders,fusiform_normal_circular,demersal,subcarangiform
Mesobius antipodum,Actinopterygii,Gadiformes,0.129999995,37.1,2.3,3.6,1300,5,6.711862,nonguarders,elongated,bathypelagic,subcarangiform
Mesobius berryi,Actinopterygii,Gadiformes,0.209999993,23.4,3.2,3.51,2700,4.7,3.880429,nonguarders,elongated,bathypelagic,subcarangiform
Mesopristes argenteus,Actinopterygii,Perciformes,0.360000014,18.5,9.4,4.02,50,28,2.207728,guarders_clutch_tenders,short_and_or_deep,benthopelagic,subcarangiform
Mesopristes cancellatus,Actinopterygii,Perciformes,0.460000008,14.6,37.7,2.95,30,28.7,1.652741,guarders_clutch_tenders,fusiform_normal,pelagic_neritic,subcarangiform
Mesopristes kneri,Actinopterygii,Perciformes,0.460000008,0.9,161.6,3.44,8,23.54216667,3.45137,guarders_clutch_tenders,fusiform_normal,demersal,subcarangiform
Metavelifer multiradiatus,Actinopterygii,Lampriformes,0.359123335,17.4,4.4,3.67,240,17.6,2.473123648,nonguarders,short_and_or_deep,benthopelagic,labriform
Metelectrona ahlstromi,Actinopterygii,Myctophiformes,0.400000006,0.9,64.6,3.28,2000,3.2,3.961075,nonguarders,fusiform_normal,bathypelagic,carangiform
Metelectrona herwigi,Actinopterygii,Myctophiformes,0.569999993,4.1,10.5,3.24,98,19.14866667,2.137452,nonguarders,elongated,pelagic_oceanic,carangiform
Metelectrona ventralis,Actinopterygii,Myctophiformes,1.4,7.4,13.9,3.33,426,11.3,0.8173785,nonguarders,fusiform_normal,bathypelagic,carangiform
Meteoria erythrops,Actinopterygii,Ophidiiformes,0.751149998,5.4,19.2,3.31,5320,3.609611111,1.573025674,bearers,elongated,bathydemersal,anguilliform
Meuschenia australis,Actinopterygii,Tetraodontiformes,0.330000013,18.5,9.3,2.83,100,18.1,2.39934,mixed,short_and_or_deep,reef_associated,balistiform
Meuschenia flavolineata,Actinopterygii,Tetraodontiformes,0.330000013,18.5,9.3,2.83,50,17.6,2.39934,mixed,short_and_or_deep,reef_associated,balistiform
Meuschenia freycineti,Actinopterygii,Tetraodontiformes,0.180000007,34.1,9.5,2,100,17.4,4.805524,mixed,short_and_or_deep,demersal,balistiform
Meuschenia galii,Actinopterygii,Tetraodontiformes,0.300000012,20.7,19.6,2.82,40,25.44433333,2.677586,mixed,short_and_or_deep,reef_associated,balistiform
Meuschenia hippocrepis,Actinopterygii,Tetraodontiformes,0.200000003,29.5,10.4,2.8,120,17,4.228366,mixed,short_and_or_deep,demersal,balistiform
Meuschenia scaber,Actinopterygii,Tetraodontiformes,0.479999989,16.60322,3.5,2.83,200,15.1,1.996593,mixed,short_and_or_deep,demersal,balistiform
Meuschenia trachylepis,Actinopterygii,Tetraodontiformes,0.25999999,23.8,5.2,2.81,40,17.9,3.167079,mixed,short_and_or_deep,reef_associated,balistiform
Meuschenia venusta,Actinopterygii,Tetraodontiformes,0.460000008,13.5,17,2.85,63.48230769,25.66146667,2.287168,mixed,short_and_or_deep,reef_associated,balistiform
Micrenophrys lilljeborgii,Actinopterygii,Scorpaeniformes,0.419999987,5.3,9.8,3.79,100,10.2,2.771032,guarders,elongated,demersal,subcarangiform
Microbrotula andersoni,Actinopterygii,Ophidiiformes,1.340000033,3.9,59.7,3.27,45,25.41228333,0.9143436,bearers,elongated,demersal,anguilliform
Microbrotula bentleyi,Actinopterygii,Ophidiiformes,1.679999948,3.1,31.9,3.21,55,27.5,0.7709379,bearers,elongated_compressed,reef_associated,anguilliform
Microbrotula geraldalleni,Actinopterygii,Ophidiiformes,1.669999957,3.2,69.2,3.21,19.7,28.1096,0.7902785,bearers,elongated_compressed,benthopelagic,anguilliform
Microbrotula greenfieldi,Actinopterygii,Ophidiiformes,2.190000057,2.4,82.5,3.15,14,27.4,0.5946416,bearers,elongated,benthopelagic,anguilliform
Microbrotula hamata,Actinopterygii,Ophidiiformes,2.00999999,2.6,51.5,3.17,10,27.08883333,0.640406,bearers,elongated_compressed,benthopelagic,anguilliform
Microbrotula punicea,Actinopterygii,Ophidiiformes,1.779999971,0.9,106.3,3.2,18.17666667,26.75795,0.8993428,bearers,elongated_compressed,benthopelagic,anguilliform
Microbrotula queenslandica,Actinopterygii,Ophidiiformes,2.140000105,2.5,81,3.15,30,26.1,0.6255224,bearers,elongated,reef_associated,anguilliform
Microbrotula rubra,Actinopterygii,Ophidiiformes,1.779999971,0.9,161.6,3.2,1,26.89485,0.8993428,bearers_internal_live_bearers,elongated_compressed,reef_associated,anguilliform
Microcanthus strigatus,Actinopterygii,Perciformes,0.620000005,10.6,10.9,3,140,23.7,1.745558,nonguarders,short_and_or_deep,reef_associated,carangiform
Microchirus azevia,Actinopterygii,Pleuronectiformes,0.349999994,19.802,4,3.18,250,13.8,2.695215,nonguarders,short_and_or_deep,demersal,anguilliform
Microchirus boscanion,Actinopterygii,Pleuronectiformes,0.419999987,12.9,7.4,3.17,460,20.4,2.505288,nonguarders,short_and_or_deep,demersal,anguilliform
Microchirus frechkopi,Actinopterygii,Pleuronectiformes,0.419999987,12.9,26.5,3.17,200,15.6,2.505288,nonguarders,short_and_or_deep,demersal,anguilliform
Microchirus ocellatus,Actinopterygii,Pleuronectiformes,0.419999987,12.9,15.2,3.17,300,17.1,2.505288,nonguarders,fusiform_normal,demersal,anguilliform
Microchirus theophila,Actinopterygii,Pleuronectiformes,0.282000005,20.18905,16.9,3.25,380,15.4,2.989271,nonguarders,short_and_or_deep,demersal,anguilliform
Microchirus variegatus,Actinopterygii,Pleuronectiformes,0.374000013,12.69525,5.6,3.28,400,10.3,2.237626,nonguarders,fusiform_normal_compressed,demersal,anguilliform
Microchirus wittei,Actinopterygii,Pleuronectiformes,0.340000004,15.7,23.2,3.19,460,13.9,2.275827,nonguarders,short_and_or_deep,demersal,anguilliform
Microcottus matuaensis,Actinopterygii,Scorpaeniformes,0.389999986,5.8,9.3,3.3,1,10.1710942,2.964601,guarders,elongated,demersal,subcarangiform
Microcottus sellaris,Actinopterygii,Scorpaeniformes,0.300000012,8.8,7,3.52,60,2.9,3.653042,guarders,elongated,demersal,subcarangiform
Microdesmus aethiopicus,Actinopterygii,Perciformes,0.772055713,4.3,25.5,3.43,10,23.16575,1.595091806,guarders,elongated,demersal,anguilliform
Microdesmus affinis,Actinopterygii,Perciformes,0.439833334,0.9,249.8,3.55,70.42116667,22.52830556,3.679999045,guarders,elongated,demersal,anguilliform
Microdesmus africanus,Actinopterygii,Perciformes,0.669785713,5.4,21.8,3.52,34.745,26.028,1.73861089,guarders,elongated,demersal,anguilliform
Microdesmus bahianus,Actinopterygii,Perciformes,0.865746671,3.9,60.3,3.39,27.03566667,26.946,1.37287558,guarders,elongated,demersal,anguilliform
Microdesmus carri,Actinopterygii,Perciformes,0.769839525,4,26.8,3.4,19.75380952,25.07956667,1.646957934,guarders,elongated,demersal,anguilliform
Microdesmus dipus,Actinopterygii,Perciformes,0.53995714,6.2,19.7,3.57,37.425,22.5645,2.06462774,guarders,elongated,demersal,anguilliform
Microdesmus dorsipunctatus,Actinopterygii,Perciformes,0.664092322,0.9,161.6,3.55,1,28.2,2.593241403,guarders,elongated,demersal,anguilliform
Microdesmus hildebrandi,Actinopterygii,Perciformes,0.527528433,0.9,161.6,3.55,61.75333333,22.86472222,3.07819288,guarders,elongated,demersal,anguilliform
Microdesmus intermedius,Actinopterygii,Perciformes,0.527528433,0.9,161.6,3.55,61.75333333,22.86472222,3.07819288,guarders,elongated,demersal,anguilliform
Microdesmus knappi,Actinopterygii,Perciformes,0.527528433,0.9,161.6,3.55,61.75333333,22.86472222,3.07819288,guarders,elongated,demersal,anguilliform
Microdesmus lanceolatus,Actinopterygii,Perciformes,0.855810002,4.5,61.9,3.37,37,26.48166667,1.376403575,guarders,elongated,demersal,anguilliform
Microdesmus longipinnis,Actinopterygii,Perciformes,0.365976669,16.9,16.5,3.89,10,27.2,2.44414329,guarders,eel_like,demersal,anguilliform
Microdesmus luscus,Actinopterygii,Perciformes,0.922763333,3.5,29.1,3.35,8,27.7,1.298822308,guarders,elongated,demersal,anguilliform
Microdesmus multiradiatus,Actinopterygii,Perciformes,0.527528433,0.9,161.6,3.55,61.75333333,22.86472222,3.07819288,guarders,elongated,demersal,anguilliform
Microdesmus retropinnis,Actinopterygii,Perciformes,0.544785711,7.6,38,3.58,42.17,23.226,2.1022169,guarders,elongated,demersal,anguilliform
Microdesmus suttkusi,Actinopterygii,Perciformes,0.590599997,7.3,39.3,3.63,2,28.4,1.91051584,guarders,elongated,demersal,anguilliform
Microgadus proximus,Actinopterygii,Gadiformes,0.38,18.8,0,3.58,275,5.8,2.156149,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_circular,demersal,subcarangiform
Microgadus tomcod,Actinopterygii,Gadiformes,0.319999993,22.8,3.7,3.81,69,6.4,2.548663,nonguarders_open_water_substratum_egg_scatterers,elongated_circular,demersal,subcarangiform
Micrognathus andersonii,Actinopterygii,Syngnathiformes,1.99000001,6.1,44.3,3.23,10,28.2,0.592183,bearers_external_brooders,eel_like_angular,reef_associated,amiiform
Micrognathus brevicorpus,Actinopterygii,Syngnathiformes,1.899999976,5.3,48.7,3.24,2,28.12915909,0.6302711,bearers_external_brooders,eel_like,reef_associated,amiiform
Micrognathus brevirostris,Actinopterygii,Syngnathiformes,0.239999995,37.9,12.31033333,3.59,10,27.3,3.667985,bearers_external_brooders,eel_like,reef_associated,amiiform
Micrognathus crinitus,Actinopterygii,Syngnathiformes,1.179999948,10,20.7,3.32,21,27.4,0.9239398,bearers_external_brooders,eel_like,reef_associated,amiiform
Micrognathus erugatus,Actinopterygii,Syngnathiformes,0.939999998,0.9,48.3,3.36,1,27.5,1.699607,bearers_external_brooders,eel_like,demersal,amiiform
Micrognathus micronotopterus,Actinopterygii,Syngnathiformes,2.400000095,4.2,56.6,3.2,6,28.7,0.505882,bearers_external_brooders,eel_like,reef_associated,amiiform
Micrognathus natans,Actinopterygii,Syngnathiformes,2.75,4.5,54.5,3.17,25,28.6,0.4532135,bearers_external_brooders,eel_like,demersal,amiiform
Micrognathus pygmaeus,Actinopterygii,Syngnathiformes,2.75,4.5,50.89603968,3.17,12,27.99940909,0.4532135,bearers_external_brooders,eel_like,reef_associated,amiiform
Microgobius brevispinis,Actinopterygii,Perciformes,0.639999986,7,18.2,3.39,36,28.2,1.768739,guarders,elongated,demersal,diodontiform
Microgobius carri,Actinopterygii,Perciformes,0.639999986,7,12,3.39,36,27.2,1.768739,guarders,elongated,reef_associated,diodontiform
Microgobius crocatus,Actinopterygii,Perciformes,0.639999986,7,18.2,3.39,36,28.5,1.768739,guarders,elongated,demersal,diodontiform
Microgobius curtus,Actinopterygii,Perciformes,0.639999986,7,40.2,3.39,36,27.3,1.768739,guarders,elongated,demersal,diodontiform
Microgobius cyclolepis,Actinopterygii,Perciformes,0.639999986,7,40.2,3.39,35,25.8,1.768739,guarders,elongated,demersal,diodontiform
Microgobius emblematicus,Actinopterygii,Perciformes,0.639999986,7,40.2,3.39,36,27.9,1.768739,guarders,elongated,demersal,diodontiform
Microgobius erectus,Actinopterygii,Perciformes,0.639999986,7,18.2,3.39,54,25.9,1.768739,guarders,elongated,demersal,diodontiform
Microgobius gulosus,Actinopterygii,Perciformes,1,5.4,74.2,3.29,75,24,1.181612,guarders,elongated,demersal,diodontiform
Microgobius meeki,Actinopterygii,Perciformes,0.639999986,7,21.9,3.52,36,27.5,1.768739,guarders,elongated,demersal,diodontiform
Microgobius microlepis,Actinopterygii,Perciformes,0.639999986,7,40.9,3.39,36,27,1.768739,guarders,elongated,reef_associated,diodontiform
Microgobius miraflorensis,Actinopterygii,Perciformes,1.450000048,3.8,61,3.2,36,28,0.8672947,guarders,elongated,demersal,diodontiform
Microgobius signatus,Actinopterygii,Perciformes,1.230000019,4.5,24.7,3.24,36,27.6,0.9921439,guarders,elongated,demersal,diodontiform
Microgobius tabogensis,Actinopterygii,Perciformes,0.639999986,7,40.2,3.39,4,27.9,1.768739,guarders,elongated,demersal,diodontiform
Microgobius thalassinus,Actinopterygii,Perciformes,2.407000065,3.861408,16.2,3.25,6,23.8,0.5207199,guarders,elongated,demersal,diodontiform
Microgobius urraca,Actinopterygii,Perciformes,0.889999986,5,22.9,3.31,20,28.02433333,1.328419,guarders,elongated_oval,pelagic_neritic,diodontiform
Microichthys coccoi,Actinopterygii,Perciformes,1.889999986,2.4,24.7,3.07,549,13.84,0.6896641,nonguarders,short_and_or_deep_compressed,demersal,subcarangiform
Microichthys sanzoi,Actinopterygii,Perciformes,1,4.5,16.3,3.2,197.3133333,22.50135256,1.226337,nonguarders,short_and_or_deep_compressed,demersal,subcarangiform
Microlepidotus brevipinnis,Actinopterygii,Perciformes,0.270000011,23.8,7.9,3.52,111.06,24.82087821,3.047927,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,benthopelagic,carangiform
Microlepidotus inornatus,Actinopterygii,Perciformes,0.239999995,26.5,4.7,3.55,68.17777778,25.6502,3.463828,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,reef_associated,carangiform
Microlipophrys adriaticus,Actinopterygii,Perciformes,1.389999986,3.8,62.1,3.36,5,18.7,0.9020701,guarders_nesters,elongated,demersal,subcarangiform
Microlipophrys bauchotae,Actinopterygii,Perciformes,1.580000043,3.4,66.4,2.49,9.015833333,23.97095,0.8354939,guarders_nesters,elongated,demersal,subcarangiform
Microlipophrys caboverdensis,Actinopterygii,Perciformes,1.700000048,3.1,31.9,2.55,23.98833333,24.33575,0.7599856,guarders_nesters,fusiform_normal,demersal,subcarangiform
